dt,AverageTemperature
1852-12-01,-2.469000000000001
1853-01-01,-1.134999999999998
1853-02-01,3.1069999999999993
1853-03-01,4.533999999999999
1853-04-01,3.492000000000001
1853-05-01,2.6030000000000015
1853-06-01,-0.2360000000000042
1853-07-01,-1.8649999999999984
1853-08-01,-1.3520000000000003
1853-09-01,-0.43100000000000094
1853-10-01,-2.164999999999999
1853-11-01,-3.854999999999997
1853-12-01,-2.5970000000000013
1854-01-01,-0.2530000000000001
1854-02-01,1.625
1854-04-01,3.3810000000000002
1854-05-01,2.803000000000001
1854-06-01,-0.8269999999999982
1854-07-01,-1.5670000000000002
1854-08-01,-1.1119999999999948
1854-09-01,-0.7590000000000074
1854-10-01,-1.1329999999999991
1854-11-01,-3.7689999999999984
1854-12-01,-3.2330000000000005
1855-01-01,-0.15200000000000102
1855-02-01,2.3689999999999998
1855-03-01,3.836000000000002
1855-04-01,4.591999999999999
1855-05-01,2.2119999999999997
1855-06-01,-1.2800000000000011
1855-07-01,-1.7680000000000007
1855-08-01,-0.9209999999999887
1855-09-01,-0.7330000000000112
1855-10-01,-2.0529999999999973
1855-11-01,-3.433
1855-12-01,-3.6720000000000006
1856-01-01,0.657
1856-02-01,2.0779999999999994
1856-03-01,4.077999999999999
1856-04-01,3.865000000000002
1856-05-01,2.1459999999999972
1856-06-01,-0.3789999999999978
1856-07-01,-2.2379999999999995
1856-08-01,-1.6310000000000002
1856-09-01,0.022999999999999687
1856-10-01,-1.8800000000000026
1856-11-01,-3.224999999999998
1856-12-01,-2.9890000000000008
1857-01-01,-0.7369999999999983
1857-02-01,2.2659999999999982
1857-03-01,4.3820000000000014
1857-04-01,3.5090000000000003
1857-05-01,2.4669999999999987
1857-06-01,-0.9969999999999999
1857-07-01,-1.404
1857-08-01,-0.7310000000000016
1857-09-01,-0.4209999999999994
1857-10-01,-2.3739999999999988
1857-11-01,-3.1140000000000008
1857-12-01,-2.8649999999999984
1858-01-01,0.259999999999998
1858-02-01,1.9690000000000012
1858-03-01,4.361000000000001
1858-04-01,4.524999999999999
1858-05-01,1.5360000000000014
1858-06-01,-0.8979999999999997
1858-07-01,-2.1060000000000016
1858-08-01,-0.6969999999999992
1858-09-01,-0.4480000000000004
1858-10-01,-1.5519999999999996
1858-11-01,-3.0410000000000004
1858-12-01,-4.3480000000000025
1859-01-01,0.3320000000000043
1859-02-01,2.5289999999999964
1859-03-01,4.485000000000003
1859-04-01,4.149999999999999
1859-05-01,2.076999999999998
1859-06-01,-1.0729999999999968
1859-07-01,-2.2590000000000003
1859-08-01,-1.0
1859-09-01,-0.45899999999999963
1859-10-01,-1.3340000000000032
1859-11-01,-3.5219999999999985
1859-12-01,-3.4349999999999987
1860-01-01,-0.48499999999999943
1860-02-01,2.4879999999999995
1860-03-01,3.3260000000000005
1860-05-01,2.333000000000002
1860-06-01,-0.6580000000000013
1860-07-01,-1.977999999999998
1860-08-01,-0.7330000000000005
1860-09-01,-0.3100000000000023
1860-10-01,-2.166999999999998
1860-11-01,-3.8369999999999997
1860-12-01,-4.286999999999999
1861-01-01,-0.27800000000000225
1861-02-01,3.065999999999999
1861-03-01,4.698
1861-04-01,3.961000000000002
1861-05-01,2.2029999999999994
1861-06-01,-0.6099999999999994
1861-07-01,-1.945999999999998
1861-08-01,-0.8229999999999933
1861-09-01,-0.5010000000000083
1861-10-01,-1.9080000000000013
1861-11-01,-3.0829999999999984
1861-12-01,-3.6720000000000006
1862-01-01,-1.3230000000000004
1862-02-01,2.568999999999999
1862-03-01,4.844999999999999
1862-04-01,-0.16055882352940998
1862-05-01,-0.16055882352941708
1862-06-01,-0.16055882352940642
1862-07-01,-0.16055882352941353
1862-08-01,-0.16055882352940998
1862-09-01,-0.16055882352941353
1862-10-01,-0.16055882352940642
1862-11-01,-0.16055882352941353
1862-12-01,-0.16055882352941708
1863-01-01,-0.16055882352940642
1863-02-01,-0.16055882352941353
1863-03-01,-0.16055882352940998
1863-04-01,-0.16055882352941353
1863-05-01,-0.16055882352940642
1863-06-01,-0.16055882352941353
1863-07-01,-0.16055882352941708
1863-08-01,-0.16055882352940998
1863-09-01,-0.16055882352940998
1863-10-01,-0.16055882352940998
1863-11-01,-0.16055882352941353
1863-12-01,-0.16055882352940642
1864-01-01,-0.16055882352941708
1864-02-01,-0.16055882352940998
1864-03-01,-0.16055882352941353
1864-04-01,-0.16055882352940998
1864-05-01,-0.16055882352940998
1864-06-01,-0.16055882352941353
1864-07-01,-0.16055882352940642
1864-08-01,-0.16055882352941708
1864-09-01,-0.16055882352940998
1864-10-01,-0.16055882352941353
1864-11-01,-0.16055882352940998
1864-12-01,-0.16055882352940998
1865-01-01,-0.16055882352941353
1865-02-01,1.7439999999999927
1865-03-01,3.6300000000000026
1865-04-01,4.276
1865-05-01,2.565999999999999
1865-06-01,-0.24599999999999866
1865-07-01,-2.3329999999999984
1865-08-01,-0.8720000000000034
1865-09-01,-0.004000000000001336
1865-10-01,-1.9749999999999979
1865-11-01,-3.2349999999999994
1865-12-01,-3.9750000000000014
1866-01-01,0.36100000000000065
1866-02-01,1.6099999999999994
1866-03-01,4.187999999999999
1866-04-01,4.484000000000002
1866-05-01,2.4130000000000003
1866-06-01,-1.1039999999999992
1866-07-01,-1.6620000000000026
1866-08-01,-1.1980000000000004
1866-09-01,-0.2099999999999973
1866-10-01,-2.1469999999999914
1866-11-01,-3.285000000000011
1866-12-01,-2.5209999999999972
1867-01-01,-0.7809999999999953
1867-02-01,1.9539999999999935
1867-03-01,4.376999999999999
1867-04-01,4.234000000000002
1867-05-01,1.7800000000000011
1867-06-01,-0.35400000000000276
1867-07-01,-2.1159999999999926
1867-08-01,-0.875
1867-09-01,-0.31800000000000495
1867-10-01,-1.674000000000003
1867-11-01,-2.8249999999999957
1867-12-01,-3.4709999999999965
1868-01-01,-1.377000000000006
1868-02-01,2.16
1868-03-01,4.4190000000000005
1868-04-01,4.599999999999998
1868-05-01,2.3880000000000017
1868-06-01,-1.065999999999999
1868-07-01,-1.9649999999999999
1868-08-01,-0.7000000000000028
1868-09-01,-0.39699999999999847
1868-10-01,-1.495000000000001
1868-11-01,-4.1789999999999985
1868-12-01,-3.2139999999999986
1869-01-01,-0.3160000000000025
1869-02-01,3.224
1869-03-01,3.2169999999999987
1869-04-01,4.619
1869-05-01,2.051000000000002
1869-06-01,-0.745000000000001
1869-07-01,-1.9519999999999982
1869-08-01,-1.091000000000001
1869-09-01,0.03300000000000125
1869-10-01,-2.1050000000000004
1869-11-01,-3.7200000000000024
1869-12-01,-3.7799999999999976
1870-01-01,0.17800000000000082
1870-02-01,2.200999999999997
1870-03-01,4.519000000000002
1870-04-01,4.3359999999999985
1870-05-01,2.5839999999999996
1870-06-01,-1.3679999999999986
1870-07-01,-2.193999999999999
1870-08-01,-1.1650000000000027
1870-09-01,0.09299999999999997
1870-10-01,-1.783999999999999
1870-11-01,-3.646000000000001
1870-12-01,-3.9579999999999984
1871-01-01,0.03700000000000614
1871-02-01,2.747999999999994
1871-03-01,4.337
1871-04-01,4.332000000000001
1871-05-01,1.852999999999998
1871-06-01,-0.4539999999999971
1871-07-01,-2.4470000000000027
1871-08-01,-0.5019999999999989
1871-09-01,-0.19099999999999895
1871-10-01,-1.8049999999999997
1871-11-01,-4.206000000000003
1871-12-01,-3.046999999999997
1872-01-01,-0.31400000000000006
1872-02-01,2.1849999999999987
1872-04-01,3.4659999999999975
1872-05-01,2.2200000000000024
1872-06-01,-0.8210000000000015
1872-07-01,-2.1260000000000012
1872-08-01,-0.8879999999999981
1872-09-01,-0.1529999999999987
1872-10-01,-1.5500000000000007
1872-11-01,-3.969000000000001
1872-12-01,-3.1719999999999935
1873-01-01,-0.6120000000000054
1873-02-01,3.0539999999999985
1873-03-01,3.803000000000001
1873-04-01,4.100000000000001
1873-05-01,2.6449999999999996
1873-06-01,-1.1110000000000007
1873-07-01,-1.9109999999999907
1873-08-01,-0.8630000000000067
1873-09-01,-0.35600000000000165
1873-10-01,-1.6239999999999988
1873-11-01,-3.863000000000003
1873-12-01,-2.9339999999999975
1874-01-01,-0.9430000000000014
1874-02-01,2.7979999999999983
1874-03-01,3.5090000000000003
1874-05-01,1.8520000000000003
1874-06-01,-0.7379999999999995
1874-07-01,-2.059000000000001
1874-08-01,-0.6400000000000006
1874-09-01,-0.4759999999999991
1874-10-01,-1.1419999999999995
1874-11-01,-3.7230000000000025
1874-12-01,-4.0169999999999995
1875-01-01,-0.3559999999999981
1875-02-01,2.384999999999998
1875-04-01,3.3309999999999995
1875-05-01,1.3500000000000014
1875-06-01,-0.6499999999999986
1875-07-01,-2.353999999999992
1875-08-01,-0.8090000000000082
1875-09-01,-0.1490000000000009
1875-10-01,-2.6050000000000004
1875-11-01,-2.9720000000000013
1875-12-01,-2.5379999999999967
1876-01-01,-0.5040000000000013
1876-02-01,2.1869999999999976
1876-03-01,4.511000000000003
1876-04-01,3.853999999999999
1876-05-01,2.469000000000001
1876-06-01,-0.375
1876-07-01,-3.0550000000000033
1876-08-01,-0.6429999999999971
1876-09-01,-0.6030000000000015
1876-10-01,-2.1739999999999995
1876-11-01,-3.245000000000001
1876-12-01,-3.1679999999999993
1877-01-01,-0.03399999999999892
1877-02-01,1.1099999999999994
1877-04-01,2.6409999999999982
1877-05-01,2.7680000000000007
1877-06-01,0.6380000000000017
1877-07-01,-1.4080000000000013
1877-08-01,-0.5869999999999997
1877-09-01,-0.7169999999999987
1877-10-01,-2.646000000000001
1877-11-01,-2.293999999999997
1877-12-01,-3.525000000000002
1878-01-01,-1.647000000000002
1878-02-01,3.8290000000000006
1878-03-01,4.177
1878-04-01,2.7779999999999987
1878-05-01,1.2800000000000011
1878-06-01,1.8640000000000008
1878-07-01,-2.942
1878-08-01,-1.1930000000000014
1878-09-01,0.142000000000003
1878-10-01,-1.4480000000000004
1878-11-01,-4.088999999999999
1878-12-01,-4.087000000000003
1879-01-01,0.245000000000001
1879-02-01,2.777000000000001
1879-03-01,3.971
1879-04-01,4.759999999999998
1879-05-01,1.5869999999999997
1879-06-01,-2.007999999999999
1879-07-01,-1.4379999999999988
1879-08-01,-1.154
1879-09-01,-0.022999999999999687
1879-10-01,-1.7700000000000031
1879-11-01,-4.716999999999999
1879-12-01,-3.0139999999999993
1880-01-01,1.0210000000000008
1880-02-01,1.5039999999999978
1880-04-01,3.2970000000000006
1880-05-01,0.9559999999999995
1880-06-01,-0.8489999999999966
1880-07-01,-2.6230000000000047
1880-08-01,0.19000000000000128
1880-09-01,-0.6980000000000004
1880-10-01,-1.2409999999999997
1880-11-01,-4.370000000000001
1880-12-01,-3.2379999999999995
1881-01-01,-0.1979999999999933
1881-02-01,3.542999999999992
1881-03-01,2.769000000000002
1881-04-01,4.744
1881-05-01,2.2959999999999994
1881-06-01,-1.568999999999999
1881-07-01,-1.654
1881-08-01,-0.7359999999999971
1881-09-01,-0.08000000000000185
1881-10-01,-1.7409999999999997
1881-11-01,-4.394000000000002
1881-12-01,-2.7349999999999994
1882-01-01,0.5519999999999996
1882-02-01,1.1769999999999996
1882-04-01,2.9110000000000014
1882-05-01,1.4920000000000009
1882-06-01,-0.8399999999999999
1882-07-01,-2.096
1882-08-01,-0.015999999999994685
1882-09-01,-0.21400000000000574
1882-10-01,-1.809000000000001
1882-11-01,-4.2010000000000005
1882-12-01,-2.059000000000001
1883-01-01,-0.9259999999999984
1883-02-01,1.6099999999999994
1883-03-01,4.849
1883-04-01,4.803000000000001
1883-05-01,1.529
1883-06-01,-1.0769999999999982
1883-07-01,-2.003
1883-08-01,0.1789999999999985
1883-09-01,-0.9430000000000014
1883-10-01,-2.0749999999999993
1883-11-01,-4.452999999999999
1883-12-01,-3.7439999999999998
1884-01-01,0.9109999999999978
1884-02-01,2.027000000000001
1884-04-01,2.9750000000000014
1884-05-01,2.5189999999999984
1884-06-01,-0.9089999999999989
1884-07-01,-2.096
1884-08-01,-0.6850000000000023
1884-09-01,-0.5949999999999989
1884-10-01,-2.5239999999999903
1884-11-01,-4.0310000000000095
1884-12-01,-2.530000000000001
1885-01-01,0.654000000000007
1885-02-01,0.5829999999999949
1885-04-01,3.1590000000000025
1885-05-01,1.291999999999998
1885-06-01,0.4420000000000037
1885-07-01,-1.8510000000000026
1885-08-01,-0.6259999999999906
