,Year,Modeled Rate (Trend Line)
2976,2003,87.1031
2977,2004,89.7939
2978,2005,92.5679
2979,2006,95.4275
2980,2007,98.3754
2981,2008,101.4145
2982,2009,104.5474
2983,2010,107.7771
2984,2011,111.1065
2985,2012,114.5389
2986,2013,118.0772
2987,2014,121.7249
2988,2015,125.4852
2989,2016,124.5807
2990,2017,123.6827
2991,2018,122.7912
2992,1975,25.1673
2993,1976,26.6126
2994,1977,28.1408
2995,1978,29.7569
2996,1979,31.4657
2997,1980,33.2727
2998,1981,35.1834
2999,1982,37.2039
3000,1983,39.3404
3001,1984,41.5996
3002,1985,43.9886
3003,1986,46.5147
3004,1987,49.1859
3005,1988,52.0105
3006,1989,54.9973
3007,1990,58.1556
3008,1991,61.4953
3009,1992,65.0268
3010,1993,68.7611
3011,1994,72.7098
3012,1995,76.8853
3013,1996,81.3006
3014,1997,85.9694
3015,1998,90.9064
3016,1999,96.1268
3017,2000,101.6471
3018,2001,107.4844
3019,2002,113.6569
3020,2003,120.1838
3021,2004,127.0856
3022,2005,134.3838
3023,2006,142.101
3024,2007,150.2614
3025,2008,158.8905
3026,2009,162.161
3027,2010,165.4989
3028,2011,168.9055
3029,2012,172.3822
3030,2013,175.9304
3031,2014,179.5517
3032,2015,183.2476
3033,2016,187.0195
3034,2017,190.869
3035,2018,194.7978
3036,1975,-
3037,1976,-
3038,1977,-
3039,1978,-
3040,1979,-
3041,1980,-
3042,1981,-
3043,1982,-
3044,1983,-
3045,1984,-
3046,1985,-
3047,1986,-
3048,1987,-
3049,1988,-
3050,1989,-
3051,1990,-
3052,1991,-
3053,1992,-
3054,1993,-
3055,1994,-
3056,1995,-
3057,1996,-
3058,1997,-
3059,1998,-
3060,1999,-
3061,2000,-
3062,2001,-
3063,2002,-
3064,2003,-
3065,2004,-
3066,2005,-
3067,2006,-
3068,2007,-
3069,2008,-
3070,2009,-
3071,2010,-
3072,2011,-
3073,2012,-
3074,2013,-
3075,2014,-
3076,2015,-
3077,2016,-
3078,2017,-
3079,2018,-
3080,1975,-
3081,1976,-
3082,1977,-
3083,1978,-
3084,1979,-
3085,1980,-
3086,1981,-
3087,1982,-
3088,1983,-
3089,1984,-
3090,1985,-
3091,1986,-
3092,1987,-
3093,1988,-
3094,1989,-
3095,1990,-
3096,1991,-
3097,1992,-
3098,1993,-
3099,1994,-
3100,1995,-
3101,1996,-
3102,1997,-
3103,1998,-
3104,1999,-
3105,2000,-
3106,2001,-
3107,2002,-
3108,2003,-
3109,2004,-
3110,2005,-
3111,2006,-
3112,2007,-
3113,2008,-
3114,2009,-
3115,2010,-
3116,2011,-
3117,2012,-
3118,2013,-
3119,2014,-
3120,2015,-
3121,2016,-
3122,2017,-
3123,2018,-
3124,1975,-
3125,1976,-
3126,1977,-
3127,1978,-
3128,1979,-
3129,1980,-
3130,1981,-
3131,1982,-
3132,1983,-
3133,1984,-
3134,1985,-
3135,1986,-
3136,1987,-
3137,1988,-
3138,1989,-
3139,1990,-
3140,1991,-
3141,1992,-
3142,1993,-
3143,1994,-
3144,1995,-
3145,1996,-
3146,1997,-
3147,1998,-
3148,1999,-
3149,2000,-
3150,2001,-
3151,2002,-
3152,2003,-
3153,2004,-
3154,2005,-
3155,2006,-
3156,2007,-
3157,2008,-
3158,2009,-
3159,2010,-
3160,2011,-
3161,2012,-
3162,2013,-
3163,2014,-
3164,2015,-
3165,2016,-
3166,2017,-
3167,2018,-
3168,1975,-
3169,1976,-
3170,1977,-
3171,1978,-
3172,1979,-
3173,1980,-
3174,1981,-
3175,1982,-
3176,1983,-
3177,1984,-
3178,1985,-
3179,1986,-
3180,1987,-
3181,1988,-
3182,1989,-
3183,1990,-
3184,1991,-
3185,1992,-
3186,1993,-
3187,1994,-
3188,1995,-
3189,1996,-
3190,1997,-
3191,1998,-
3192,1999,-
3193,2000,-
3194,2001,-
3195,2002,-
3196,2003,-
3197,2004,-
3198,2005,-
3199,2006,-
3200,2007,-
3201,2008,-
3202,2009,-
3203,2010,-
3204,2011,-
3205,2012,-
3206,2013,-
3207,2014,-
3208,2015,-
3209,2016,-
3210,2017,-
3211,2018,-
3212,1975,-
3213,1976,-
3214,1977,-
3215,1978,-
3216,1979,-
3217,1980,-
3218,1981,-
3219,1982,-
3220,1983,-
3221,1984,-
3222,1985,-
3223,1986,-
3224,1987,-
3225,1988,-
3226,1989,-
3227,1990,-
3228,1991,-
3229,1992,-
3230,1993,-
3231,1994,-
3232,1995,-
3233,1996,-
3234,1997,-
3235,1998,-
3236,1999,-
3237,2000,-
3238,2001,-
3239,2002,-
3240,2003,-
3241,2004,-
3242,2005,-
3243,2006,-
3244,2007,-
3245,2008,-
3246,2009,-
3247,2010,-
3248,2011,-
3249,2012,-
3250,2013,-
3251,2014,-
3252,2015,-
3253,2016,-
3254,2017,-
3255,2018,-
3256,1975,-
3257,1976,-
3258,1977,-
3259,1978,-
3260,1979,-
3261,1980,-
3262,1981,-
3263,1982,-
3264,1983,-
3265,1984,-
3266,1985,-
3267,1986,-
3268,1987,-
3269,1988,-
3270,1989,-
3271,1990,-
3272,1991,-
3273,1992,-
3274,1993,-
3275,1994,-
3276,1995,-
3277,1996,-
3278,1997,-
3279,1998,-
3280,1999,-
3281,2000,-
3282,2001,-
3283,2002,-
3284,2003,-
3285,2004,-
3286,2005,-
3287,2006,-
3288,2007,-
3289,2008,-
3290,2009,-
3291,2010,-
3292,2011,-
3293,2012,-
3294,2013,-
3295,2014,-
3296,2015,-
3297,2016,-
3298,2017,-
3299,2018,-
3300,1975,-
3301,1976,-
3302,1977,-
3303,1978,-
3304,1979,-
3305,1980,-
3306,1981,-
3307,1982,-
3308,1983,-
3309,1984,-
3310,1985,-
3311,1986,-
3312,1987,-
3313,1988,-
3314,1989,-
3315,1990,-
3316,1991,-
3317,1992,-
3318,1993,-
3319,1994,-
3320,1995,-
3321,1996,-
3322,1997,-
3323,1998,-
3324,1999,-
3325,2000,-
3326,2001,-
3327,2002,-
3328,2003,-
3329,2004,-
3330,2005,-
3331,2006,-
3332,2007,-
3333,2008,-
3334,2009,-
3335,2010,-
3336,2011,-
3337,2012,-
3338,2013,-
3339,2014,-
3340,2015,-
3341,2016,-
3342,2017,-
3343,2018,-
3344,1975,-
3345,1976,-
3346,1977,-
3347,1978,-
3348,1979,-
3349,1980,-
3350,1981,-
3351,1982,-
3352,1983,-
3353,1984,-
3354,1985,-
3355,1986,-
3356,1987,-
3357,1988,-
3358,1989,-
3359,1990,-
3360,1991,-
3361,1992,-
3362,1993,-
3363,1994,-
3364,1995,-
3365,1996,-
3366,1997,-
3367,1998,-
3368,1999,-
3369,2000,-
3370,2001,-
3371,2002,-
3372,2003,-
3373,2004,-
3374,2005,-
3375,2006,-
3376,2007,-
3377,2008,-
3378,2009,-
3379,2010,-
3380,2011,-
3381,2012,-
3382,2013,-
3383,2014,-
3384,2015,-
3385,2016,-
3386,2017,-
3387,2018,-
3388,1975,-
3389,1976,-
3390,1977,-
3391,1978,-
3392,1979,-
3393,1980,-
3394,1981,-
3395,1982,-
3396,1983,-
3397,1984,-
3398,1985,-
3399,1986,-
3400,1987,-
3401,1988,-
3402,1989,-
3403,1990,-
3404,1991,-
3405,1992,-
3406,1993,-
3407,1994,-
3408,1995,-
3409,1996,-
3410,1997,-
3411,1998,-
3412,1999,-
3413,2000,-
3414,2001,-
3415,2002,-
3416,2003,-
3417,2004,-
3418,2005,-
3419,2006,-
3420,2007,-
3421,2008,-
3422,2009,-
3423,2010,-
3424,2011,-
3425,2012,-
3426,2013,-
3427,2014,-
3428,2015,-
3429,2016,-
3430,2017,-
3431,2018,-
3432,1975,-
3433,1976,-
3434,1977,-
3435,1978,-
3436,1979,-
3437,1980,-
3438,1981,-
3439,1982,-
3440,1983,-
3441,1984,-
3442,1985,-
3443,1986,-
3444,1987,-
3445,1988,-
3446,1989,-
3447,1990,-
3448,1991,-
3449,1992,-
3450,1993,-
3451,1994,-
3452,1995,-
3453,1996,-
3454,1997,-
3455,1998,-
3456,1999,-
3457,2000,-
3458,2001,-
3459,2002,-
3460,2003,-
3461,2004,-
3462,2005,-
3463,2006,-
3464,2007,-
3465,2008,-
3466,2009,-
3467,2010,-
3468,2011,-
3469,2012,-
3470,2013,-
3471,2014,-
3472,2015,-
3473,2016,-
3474,2017,-
3475,2018,-
3476,1975,-
3477,1976,-
3478,1977,-
3479,1978,-
3480,1979,-
3481,1980,-
3482,1981,-
3483,1982,-
3484,1983,-
3485,1984,-
3486,1985,-
3487,1986,-
3488,1987,-
3489,1988,-
3490,1989,-
3491,1990,-
3492,1991,-
3493,1992,-
3494,1993,-
3495,1994,-
3496,1995,-
3497,1996,-
3498,1997,-
3499,1998,-
3500,1999,-
3501,2000,-
3502,2001,-
3503,2002,-
3504,2003,-
3505,2004,-
3506,2005,-
3507,2006,-
3508,2007,-
3509,2008,-
3510,2009,-
3511,2010,-
3512,2011,-
3513,2012,-
3514,2013,-
3515,2014,-
3516,2015,-
3517,2016,-
3518,2017,-
3519,2018,-
3520,1975,9.4376
3521,1976,9.9968
3522,1977,10.5892
3523,1978,11.2167
3524,1979,11.8814
3525,1980,12.5854
3526,1981,13.3312
3527,1982,14.1212
3528,1983,14.958
3529,1984,15.8444
3530,1985,16.7833
3531,1986,17.3601
3532,1987,17.9568
3533,1988,18.574
3534,1989,19.2124
3535,1990,19.8728
3536,1991,20.5558
3537,1992,21.2623
3538,1993,21.9931
3539,1994,22.7491
3540,1995,23.531
3541,1996,24.3398
3542,1997,25.1764
3543,1998,26.0417
3544,1999,26.9368
3545,2000,27.8626
3546,2001,28.8203
3547,2002,29.8109
3548,2003,30.8355
3549,2004,31.8954
3550,2005,32.9916
3551,2006,34.1256
3552,2007,34.6036
3553,2008,35.0882
3554,2009,35.5797
3555,2010,36.078
3556,2011,36.5834
3557,2012,37.0958
3558,2013,37.6153
3559,2014,38.1422
3560,2015,38.6764
3561,2016,39.2181
3562,2017,39.7674
3563,2018,40.3244
3564,1975,5.8022
3565,1976,6.0001
3566,1977,6.2048
3567,1978,6.4164
3568,1979,6.6353
3569,1980,6.8616
3570,1981,7.0956
3571,1982,7.3376
3572,1983,7.5879
3573,1984,7.8467
3574,1985,8.1144
3575,1986,8.3912
3576,1987,8.4647
3577,1988,8.5389
3578,1989,8.6137
3579,1990,8.6892
3580,1991,8.7653
3581,1992,8.8421
3582,1993,8.9196
3583,1994,8.9978
3584,1995,9.0766
3585,1996,9.1561
3586,1997,9.2364
3587,1998,9.3173
3588,1999,9.3989
3589,2000,9.4813
3590,2001,9.5644
3591,2002,9.6482
3592,2003,9.7327
3593,2004,9.818
3594,2005,9.9041
3595,2006,9.9908
3596,2007,9.8883
3597,2008,9.7869
3598,2009,9.6865
3599,2010,9.5871
3600,2011,9.4888
3601,2012,9.3914
3602,2013,9.2951
3603,2014,9.1997
3604,2015,9.1054
3605,2016,9.012
3606,2017,8.9195
3607,2018,8.828
3608,1975,17.4653
3609,1976,18.578
3610,1977,19.7615
3611,1978,21.0204
3612,1979,22.3595
3613,1980,23.7839
3614,1981,25.299
3615,1982,26.9107
3616,1983,28.625
3617,1984,30.4485
3618,1985,31.5903
3619,1986,32.7749
3620,1987,34.0039
3621,1988,35.279
3622,1989,36.6019
3623,1990,37.9744
3624,1991,39.3984
3625,1992,40.8757
3626,1993,42.4085
3627,1994,43.9987
3628,1995,45.6486
3629,1996,47.3604
3630,1997,48.4759
3631,1998,49.6178
3632,1999,50.7866
3633,2000,51.9829
3634,2001,53.2073
3635,2002,54.4606
3636,2003,55.7435
3637,2004,57.0565
3638,2005,58.4005
3639,2006,59.7761
3640,2007,59.3564
3641,2008,58.9396
3642,2009,58.5257
3643,2010,58.1147
3644,2011,57.7066
3645,2012,59.0707
3646,2013,60.467
3647,2014,61.8962
3648,2015,63.3593
3649,2016,64.857
3650,2017,62.3527
3651,2018,59.9451
3652,1975,21.2349
3653,1976,23.0251
3654,1977,24.9662
3655,1978,27.071
3656,1979,29.3532
3657,1980,31.8278
3658,1981,34.511
3659,1982,37.4205
3660,1983,40.5752
3661,1984,43.9958
3662,1985,47.7049
3663,1986,51.7266
3664,1987,54.3511
3665,1988,57.1088
3666,1989,60.0063
3667,1990,63.0509
3668,1991,66.25
3669,1992,69.6114
3670,1993,73.1433
3671,1994,76.8544
3672,1995,80.7538
3673,1996,84.8511
3674,1997,89.1562
3675,1998,93.6798
3676,1999,98.4329
3677,2000,103.4272
3678,2001,108.6749
3679,2002,114.1888
3680,2003,119.9824
3681,2004,126.0701
3682,2005,132.4666
3683,2006,139.1877
3684,2007,146.2497
3685,2008,153.6701
3686,2009,161.467
3687,2010,164.5332
3688,2011,167.6576
3689,2012,170.8414
3690,2013,174.0856
3691,2014,177.3914
3692,2015,180.7601
3693,2016,184.1926
3694,2017,187.6904
3695,2018,191.2546
3696,1975,-
3697,1976,-
3698,1977,-
3699,1978,-
3700,1979,-
3701,1980,-
3702,1981,-
3703,1982,-
3704,1983,-
3705,1984,-
3706,1985,-
3707,1986,-
3708,1987,-
3709,1988,-
3710,1989,-
3711,1990,-
3712,1991,-
3713,1992,-
3714,1993,-
3715,1994,-
3716,1995,-
3717,1996,-
3718,1997,-
3719,1998,-
3720,1999,-
3721,2000,-
3722,2001,-
3723,2002,-
3724,2003,-
3725,2004,-
3726,2005,-
3727,2006,-
3728,2007,-
3729,2008,-
3730,2009,-
3731,2010,-
3732,2011,-
3733,2012,-
3734,2013,-
3735,2014,-
3736,2015,-
3737,2016,-
3738,2017,-
3739,2018,-
3740,1975,5.7098
3741,1976,5.8713
3742,1977,6.0373
3743,1978,6.2081
3744,1979,6.3837
3745,1980,6.5643
3746,1981,6.7499
3747,1982,6.9409
3748,1983,7.1372
3749,1984,7.3391
3750,1985,7.5467
3751,1986,7.7601
3752,1987,7.766
3753,1988,7.7719
3754,1989,7.7778
3755,1990,7.7838
3756,1991,7.7897
3757,1992,7.7956
3758,1993,7.8016
3759,1994,7.8075
3760,1995,7.8134
3761,1996,7.8194
3762,1997,7.8253
3763,1998,7.8313
3764,1999,7.8372
3765,2000,7.8432
3766,2001,7.8492
3767,2002,7.8551
3768,2003,7.8611
3769,2004,7.8671
3770,2005,7.8731
3771,2006,7.8791
3772,2007,7.8851
3773,2008,7.8911
3774,2009,7.8971
3775,2010,7.9031
3776,2011,7.9091
3777,2012,7.9151
3778,2013,7.9212
3779,2014,7.9272
3780,2015,7.9332
3781,2016,7.9393
3782,2017,7.9453
3783,2018,7.9513
3784,1975,16.8291
3785,1976,17.4916
3786,1977,18.1801
3787,1978,18.8958
3788,1979,19.6396
3789,1980,20.4128
3790,1981,21.2163
3791,1982,22.0515
3792,1983,22.9196
3793,1984,23.8218
3794,1985,24.7595
3795,1986,25.7342
3796,1987,26.7472
3797,1988,27.8001
3798,1989,28.8945
3799,1990,30.0319
3800,1991,31.2141
3801,1992,32.4429
3802,1993,33.72
3803,1994,35.0474
3804,1995,36.427
3805,1996,36.9476
3806,1997,37.4756
3807,1998,38.0111
3808,1999,38.5543
3809,2000,39.1053
3810,2001,39.6641
3811,2002,40.231
3812,2003,40.8059
3813,2004,41.389
3814,2005,41.9805
3815,2006,42.5804
3816,2007,42.6099
3817,2008,42.6394
3818,2009,42.669
3819,2010,42.6986
3820,2011,42.7282
3821,2012,42.7578
3822,2013,42.7874
3823,2014,42.8171
3824,2015,42.8468
3825,2016,42.8765
3826,2017,42.9062
3827,2018,42.9359
3828,1975,19.6952
3829,1976,21.3666
3830,1977,23.1798
3831,1978,25.1469
3832,1979,27.2809
3833,1980,29.596
3834,1981,32.1076
3835,1982,34.8323
3836,1983,37.7882
3837,1984,40.995
3838,1985,44.4739
3839,1986,46.8186
3840,1987,49.287
3841,1988,51.8855
3842,1989,54.621
3843,1990,57.5008
3844,1991,60.5323
3845,1992,63.7237
3846,1993,67.0834
3847,1994,70.6202
3848,1995,74.3434
3849,1996,78.263
3850,1997,82.3892
3851,1998,86.7329
3852,1999,91.3057
3853,2000,94.2418
3854,2001,97.2724
3855,2002,100.4005
3856,2003,103.6291
3857,2004,106.9616
3858,2005,110.4013
3859,2006,113.9515
3860,2007,117.6159
3861,2008,121.3982
3862,2009,125.3021
3863,2010,129.3315
3864,2011,133.4905
3865,2012,137.7832
3866,2013,142.214
3867,2014,146.7873
3868,2015,151.5076
3869,2016,149.6656
3870,2017,147.846
3871,2018,146.0484
3872,1975,27.2466
3873,1976,28.8872
3874,1977,30.6266
3875,1978,32.4707
3876,1979,34.4259
3877,1980,36.4987
3878,1981,38.6964
3879,1982,41.0264
3880,1983,43.4967
3881,1984,46.1158
3882,1985,48.8925
3883,1986,51.8365
3884,1987,54.9577
3885,1988,58.2669
3886,1989,61.7753
3887,1990,65.4949
3888,1991,69.4385
3889,1992,73.6196
3890,1993,78.0524
3891,1994,82.7522
3892,1995,87.7349
3893,1996,93.0177
3894,1997,98.6185
3895,1998,104.5566
3896,1999,110.8522
3897,2000,117.5269
3898,2001,124.6035
3899,2002,132.1062
3900,2003,140.0607
3901,2004,148.4941
3902,2005,157.4353
3903,2006,166.9149
3904,2007,176.9653
3905,2008,187.6209
3906,2009,191.9757
3907,2010,196.4317
3908,2011,200.9911
3909,2012,205.6563
3910,2013,210.4298
3911,2014,215.3141
3912,2015,220.3118
3913,2016,225.4255
3914,2017,230.6578
3915,2018,236.0116
3916,1975,-
3917,1976,-
3918,1977,-
3919,1978,-
3920,1979,-
3921,1980,-
3922,1981,-
3923,1982,-
3924,1983,-
3925,1984,-
3926,1985,-
3927,1986,-
3928,1987,-
3929,1988,-
3930,1989,-
3931,1990,-
3932,1991,-
3933,1992,-
3934,1993,-
3935,1994,-
3936,1995,-
3937,1996,-
3938,1997,-
3939,1998,-
3940,1999,-
3941,2000,-
3942,2001,-
3943,2002,-
3944,2003,-
3945,2004,-
3946,2005,-
3947,2006,-
3948,2007,-
3949,2008,-
3950,2009,-
3951,2010,-
3952,2011,-
3953,2012,-
3954,2013,-
3955,2014,-
3956,2015,-
3957,2016,-
3958,2017,-
3959,2018,-
3960,1975,7.7645
3961,1976,8.2217
3962,1977,8.7058
3963,1978,9.2185
3964,1979,9.7614
3965,1980,10.3362
3966,1981,10.9448
3967,1982,11.2626
3968,1983,11.5896
3969,1984,11.926
3970,1985,12.2722
3971,1986,12.6285
3972,1987,12.9952
3973,1988,13.3724
3974,1989,13.7606
3975,1990,14.1601
3976,1991,14.5712
3977,1992,14.9943
3978,1993,15.4296
3979,1994,15.8775
3980,1995,16.3385
3981,1996,16.8128
3982,1997,17.3009
3983,1998,17.8032
3984,1999,18.32
3985,2000,18.8519
3986,2001,19.3992
3987,2002,19.9624
3988,2003,20.5419
3989,2004,21.1383
3990,2005,21.7519
3991,2006,22.0799
3992,2007,22.4127
3993,2008,22.7506
3994,2009,23.0935
3995,2010,23.4417
3996,2011,23.795
3997,2012,24.1538
3998,2013,24.5179
3999,2014,24.8875
4000,2015,25.2627
4001,2016,25.6435
4002,2017,26.0301
4003,2018,26.4225
4004,1975,5.0116
4005,1976,5.2829
4006,1977,5.5689
4007,1978,5.8704
4008,1979,6.1881
4009,1980,6.5231
4010,1981,6.8763
4011,1982,6.9619
4012,1983,7.0485
4013,1984,7.1363
4014,1985,7.2251
4015,1986,7.3151
4016,1987,7.4061
4017,1988,7.4983
4018,1989,7.5917
4019,1990,7.6862
4020,1991,7.7819
4021,1992,7.8788
4022,1993,7.9769
4023,1994,8.0762
4024,1995,8.1767
4025,1996,8.2785
4026,1997,8.3816
4027,1998,8.4859
4028,1999,8.5915
4029,2000,8.6985
4030,2001,8.8068
4031,2002,8.9164
4032,2003,9.0274
4033,2004,9.1398
4034,2005,9.2536
4035,2006,9.2033
4036,2007,9.1533
4037,2008,9.1036
4038,2009,9.0541
4039,2010,9.0049
4040,2011,8.956
4041,2012,8.9073
4042,2013,8.8589
4043,2014,8.8108
4044,2015,8.7629
4045,2016,8.7153
4046,2017,8.6679
4047,2018,8.6208
4048,1975,13.9634
4049,1976,14.7724
4050,1977,15.6283
4051,1978,16.5338
4052,1979,17.4917
4053,1980,18.5052
4054,1981,19.5773
4055,1982,20.7116
4056,1983,21.9116
4057,1984,22.5051
4058,1985,23.1147
4059,1986,23.7408
4060,1987,24.3839
4061,1988,25.0444
4062,1989,25.7228
4063,1990,26.4195
4064,1991,27.1352
4065,1992,27.8702
4066,1993,28.6251
4067,1994,29.4005
4068,1995,30.1969
4069,1996,31.0148
4070,1997,31.8549
4071,1998,32.7178
4072,1999,33.604
4073,2000,34.5143
4074,2001,35.4492
4075,2002,36.4094
4076,2003,37.3956
4077,2004,38.4086
4078,2005,39.4489
4079,2006,40.5175
4080,2007,40.3819
4081,2008,40.2468
4082,2009,40.1121
4083,2010,39.9779
4084,2011,39.8442
4085,2012,39.7109
4086,2013,41.6638
4087,2014,43.7129
4088,2015,45.8627
4089,2016,45.1308
4090,2017,44.4105
4091,2018,43.7018
4092,1975,16.9615
4093,1976,17.8519
4094,1977,18.7891
4095,1978,19.7754
4096,1979,20.8136
4097,1980,21.9062
4098,1981,23.0562
4099,1982,24.2666
4100,1983,25.5405
4101,1984,26.8812
4102,1985,28.2924
4103,1986,29.7777
4104,1987,31.3409
4105,1988,32.9861
4106,1989,34.7178
4107,1990,36.5404
4108,1991,38.4586
4109,1992,40.4775
4110,1993,42.6024
4111,1994,44.8389
4112,1995,47.1928
4113,1996,49.6702
4114,1997,51.7112
4115,1998,53.836
4116,1999,56.0482
4117,2000,58.3512
4118,2001,60.7489
4119,2002,63.2451
4120,2003,65.8439
4121,2004,68.5494
4122,2005,71.3661
4123,2006,74.2986
4124,2007,77.3516
4125,2008,80.53
4126,2009,83.839
4127,2010,87.284
4128,2011,89.3436
4129,2012,91.4518
4130,2013,93.6098
4131,2014,95.8187
4132,2015,98.0797
4133,2016,100.3941
4134,2017,102.763
4135,2018,105.1879
4136,1975,-
4137,1976,-
4138,1977,-
4139,1978,-
4140,1979,-
4141,1980,-
4142,1981,-
4143,1982,-
4144,1983,-
4145,1984,-
4146,1985,-
4147,1986,-
4148,1987,-
4149,1988,-
4150,1989,-
4151,1990,-
4152,1991,-
4153,1992,-
4154,1993,-
4155,1994,-
4156,1995,-
4157,1996,-
4158,1997,-
4159,1998,-
4160,1999,-
4161,2000,-
4162,2001,-
4163,2002,-
4164,2003,-
4165,2004,-
4166,2005,-
4167,2006,-
4168,2007,-
4169,2008,-
4170,2009,-
4171,2010,-
4172,2011,-
4173,2012,-
4174,2013,-
4175,2014,-
4176,2015,-
4177,2016,-
4178,2017,-
4179,2018,-
4180,1975,5.6283
4181,1976,5.8004
4182,1977,5.9777
4183,1978,6.1604
4184,1979,6.3488
4185,1980,6.5428
4186,1981,6.7429
4187,1982,6.949
4188,1983,7.1614
4189,1984,7.3803
4190,1985,7.606
4191,1986,7.8385
4192,1987,8.0781
4193,1988,7.934
4194,1989,7.7924
4195,1990,7.6534
4196,1991,7.5168
4197,1992,7.3827
4198,1993,7.251
4199,1994,7.3817
4200,1995,7.5148
4201,1996,7.6503
4202,1997,7.7882
4203,1998,7.9286
4204,1999,8.0715
4205,2000,8.217
4206,2001,8.3651
4207,2002,8.5159
4208,2003,8.6695
4209,2004,8.8258
4210,2005,8.9849
4211,2006,8.9007
4212,2007,8.8174
4213,2008,8.7348
4214,2009,8.653
4215,2010,8.572
4216,2011,8.4917
4217,2012,8.4122
4218,2013,8.3334
4219,2014,8.2554
4220,2015,8.1781
4221,2016,8.1015
4222,2017,8.0256
4223,2018,7.9505
4224,1975,12.2622
4225,1976,13.0911
4226,1977,13.9759
4227,1978,14.9206
4228,1979,15.9292
4229,1980,17.0059
4230,1981,18.1554
4231,1982,18.5719
4232,1983,18.998
4233,1984,19.4339
4234,1985,19.8798
4235,1986,20.3359
4236,1987,20.8025
4237,1988,21.2798
4238,1989,21.768
4239,1990,22.2674
4240,1991,22.7783
4241,1992,23.3009
4242,1993,23.8355
4243,1994,24.3824
4244,1995,24.9418
4245,1996,25.5141
4246,1997,26.0995
4247,1998,26.6983
4248,1999,27.3108
4249,2000,27.9374
4250,2001,28.5784
4251,2002,29.2341
4252,2003,29.9049
4253,2004,30.591
4254,2005,31.2929
4255,2006,32.0108
4256,2007,31.6976
4257,2008,31.3874
4258,2009,31.0803
4259,2010,30.7762
4260,2011,30.475
4261,2012,30.1768
4262,2013,31.4182
4263,2014,32.7107
4264,2015,34.0563
4265,2016,33.6467
4266,2017,33.2421
4267,2018,32.8423
4268,1975,15.798
4269,1976,16.6569
4270,1977,17.5624
4271,1978,18.5172
4272,1979,19.5238
4273,1980,20.5852
4274,1981,21.7043
4275,1982,22.8842
4276,1983,24.1283
4277,1984,25.44
4278,1985,26.823
4279,1986,28.2812
4280,1987,29.8187
4281,1988,31.4397
4282,1989,33.1489
4283,1990,34.951
4284,1991,36.8511
4285,1992,38.8544
4286,1993,40.9667
4287,1994,43.1938
4288,1995,45.542
4289,1996,48.0178
4290,1997,50.6282
4291,1998,52.1203
4292,1999,53.6563
4293,2000,55.2376
4294,2001,56.8655
4295,2002,58.5413
4296,2003,60.2666
4297,2004,62.0426
4298,2005,63.8711
4299,2006,65.7534
4300,2007,67.6912
4301,2008,69.6861
4302,2009,71.7398
4303,2010,73.854
4304,2011,76.0305
4305,2012,78.2711
4306,2013,80.5778
4307,2014,82.9525
4308,2015,85.3972
4309,2016,87.9139
4310,2017,90.5047
4311,2018,93.1719
4312,1975,18.4417
4313,1976,19.3616
4314,1977,20.3273
4315,1978,21.3412
4316,1979,22.4056
4317,1980,23.5232
4318,1981,24.6965
4319,1982,25.9283
4320,1983,27.2215
4321,1984,28.5793
4322,1985,30.0047
4323,1986,31.5013
4324,1987,33.0725
4325,1988,34.7221
4326,1989,36.454
4327,1990,38.2723
4328,1991,40.1812
4329,1992,42.1854
4330,1993,44.2895
4331,1994,46.4986
4332,1995,48.8178
4333,1996,51.2527
4334,1997,53.8091
4335,1998,56.493
4336,1999,59.3108
4337,2000,62.2691
4338,2001,65.3749
4339,2002,68.6357
4340,2003,72.0591
4341,2004,75.6533
4342,2005,79.4267
4343,2006,83.3884
4344,2007,87.5476
4345,2008,91.9143
4346,2009,96.4988
4347,2010,98.9621
4348,2011,101.4884
4349,2012,104.0791
4350,2013,106.7359
4351,2014,109.4606
4352,2015,112.2548
4353,2016,115.1203
4354,2017,118.059
4355,2018,121.0727
4356,1975,0.3666
4357,1976,0.3736
4358,1977,0.3806
4359,1978,0.3879
4360,1979,0.3952
4361,1980,0.4027
4362,1981,0.4103
4363,1982,0.4181
4364,1983,0.426
4365,1984,0.4341
4366,1985,0.4423
4367,1986,0.4506
4368,1987,0.4592
4369,1988,0.4679
4370,1989,0.4767
4371,1990,0.4857
4372,1991,0.4949
4373,1992,0.5043
4374,1993,0.5139
4375,1994,0.5236
4376,1995,0.5335
4377,1996,0.5436
4378,1997,0.5539
4379,1998,0.5644
4380,1999,0.5751
4381,2000,0.586
4382,2001,0.597
4383,2002,0.6084
4384,2003,0.6199
4385,2004,0.6316
4386,2005,0.6107
4387,2006,0.5904
4388,2007,0.5709
4389,2008,0.552
4390,2009,0.5337
4391,2010,0.516
4392,2011,0.4989
4393,2012,0.4824
4394,2013,0.4664
4395,2014,0.4509
4396,2015,0.436
4397,2016,0.4215
4398,2017,0.4076
4399,2018,0.3941
4400,1975,-
4401,1976,-
4402,1977,-
4403,1978,-
4404,1979,-
4405,1980,-
4406,1981,-
4407,1982,-
4408,1983,-
4409,1984,-
4410,1985,-
4411,1986,-
4412,1987,-
4413,1988,-
4414,1989,-
4415,1990,-
4416,1991,-
4417,1992,-
4418,1993,-
4419,1994,-
4420,1995,-
4421,1996,-
4422,1997,-
4423,1998,-
4424,1999,-
4425,2000,-
4426,2001,-
4427,2002,-
4428,2003,-
